Opportunity Name,OP Number,Brand Vertical Classification
Bass Pro Shops/Cabela's Spark US Fall Hunting Classic Campaign Q3'20 OP005388,OP005388,"Retail, Style & Fashion"
Novartis Starcom/APEX US Entresto pEF DTC Unbranded Q3-Q4'20 OP005403,OP005403,Health & Fitness
Grupo Bimbo Starcom/APEX US BBU Entenmann's Minis Innovation FY'21 OP005061,OP005061,CPG/Food & Drink
Ralph Lauren Digitas/APEX US 2020 Polo Holiday Q4'20 OP005619,OP005619,"Retail, Style & Fashion"
Starbucks Starcom/APEX US Holiday Campaign Q4'20 OP005591,OP005591,CPG/Food & Drink
Monster Energy Publicis/APEX US Outbreak Tour Q2'20 OP004850,OP004850,CPG/Food & Drink
Publicis/APEX Fundi 'House' Campaign Q2'20 OP004849,OP004849,Technology & Computing
Novartis Starcom/APEX US DTC Kesimpta (Branded OMB) Q3-Q4'20 OP004858,OP004858,Health & Fitness
Campbell's Spark/APEX US Pepperidge Farm Buns & Rolls Awareness Q3'20 OP004862,OP004862,CPG/Food & Drink
Square Enix Liquid US Marvel Avengers Q3-Q4'20 OP004867,OP004867,Arts & Entertainment
Discover Financial Spark/APEX US June Q2'20 OP004861,OP004861,"Business, Finance, Real Estate"
Whirlpool Digitas/APEX US KitchenAid Q3'20 OP004866,OP004866,Home & Garden
Hawaiian Tropic ForwardPMX US Brand Campaign Q2-Q3'20 OP004863,OP004863,CPG
Grupo Bimbo Starcom/APEX US Sara Lee Delightful Q4'20 OP004859,OP004859,CPG/Food & Drink
Monster Energy Publicis/APEX US Java 300 Q2-Q3'20 OP004874,OP004874,CPG/Food & Drink
Covenant Children's Hospital Media Plus Texas Brand Q3-Q4'20 OP004888,OP004888,Health & Fitness
Addams Family 2/Essence Canada Q3'21 OP010073,OP010073,Arts & Entertainment
"Mediahub NYC ViacomCBS ""The Surreal Life"" Awareness OP010090",OP010090,Arts & Entertainment
Alcon Laboratories Starcom/APEX US Precision1 Q3'20 OP004887,OP004887,Health & Fitness
Ralph Lauren/APEX US LRL x Macy's Summer Q2-Q3'20 OP004886,OP004886,"Retail, Style & Fashion"
Polaris Publicis/APEX US Slingshot Q2-Q3'20 OP004875,OP004875,Automotive
Stonyfield Publicis/APEX DMAs Baby & Kids OP004877,OP004877,CPG/Food & Drink
Apple OMD US ATV+ The Problem with Jon Stewart ILAAMS Q3'21 OP010074,OP010074,Arts & Entertainment
Spin Master PHD SF Mighty Express Q3'21 OP010091,OP010091,Arts & Entertainment
JoS. A Bank Publicis/APEX US Summer Q2-Q3'20 OP004916,OP004916,"Retail, Style & Fashion"
Robbins Brothers Man Ray Media DAL-HOU-SD Action Campaign Q3-Q4'20 OP004919,OP004919,"Retail, Style & Fashion"
"Smucker's Zenith/APEX US JJP (Jams, Jellies, Preserves) FY21 OP004945",OP004945,CPG/Food & Drink
Sanofi Genzyme Emcay US Gaucher Disease Awareness Q3-Q4'20 ILAAMS OP004942,OP004942,Health & Fitness
REI Spark/APEX US Opt Outside Q4'20 OP004914,OP004914,"Retail, Style & Fashion"
Campbell's Spark/APEX US Well Yes! Q4'20-Q1'21 OP005375,OP005375,CPG/Food & Drink
GoldieBlox US Fast Forward Girls Whitelist as a Managed Service Q2'20 OP004941,OP004941,CPG
Campbell's Spark/APEX US R&W FY21 (Q4'20-Q1'21) OP004943,OP004943,CPG/Food & Drink
Novartis Starcom/APEX New CV Drug Unbranded (Inclisiran HCP) Q3-Q4'20 OP004938,OP004938,Health & Fitness
Under Armour Digitas/APEX DMAs Engage (Action) OP004944,OP004944,"Retail, Style & Fashion"
Duke's Mayonnaise GRP Media Duke's Mayonnaise Q2-Q4'20 OP004753,OP004753,CPG/Food & Drink
Citi Starcom/APEX US Enterprise Connect Q2'20 OP004749,OP004749,"Business, Finance, Real Estate"
State Farm OMD US ILAAS Test Q2-Q3'20 OP004727,OP004727,Automotive
Toyota Publicis/APEX US Local Markets CTV Reach Q3-Q4'20 OP004728,OP004728,Automotive
Citi Starcom/APEX US Phase 2 Market Expansion Q3-Q4'20 OP004751,OP004751,"Business, Finance, Real Estate"
Starbucks Starcom/APEX US Fall + Holiday Q3-Q4'20 OP004750,OP004750,Quick Service Restaurant (QSR)
Publicis/APEX DMA House Campaign Q2'20 OP004729,OP004729,"Business, Finance, Real Estate"
Mazda Garage Team Mazda US Channel Science ILAAS General Market Q4'20 - Q1'21 OP004726,OP004726,Automotive
TBD Commercial Trucking Client Jackson Spalding US Awareness WLAAMS Q3'20 OP004786,OP004786,Automotive
HouseMax/Client Direct DMA Awareness Q2'20 OP004764,OP004764,Home & Garden
IUPUI Echopoint Media US Enrollment Q2'20 OP004754,OP004754,"Business, Finance, Real Estate"
Nature's Way Spark US Masterbrand Q3-Q4'20 OP004788,OP004788,Health & Fitness
Smucker's Zenith/APEX US Folgers 1850 FY21 (Q3'20-Q1'21) OP004785,OP004785,CPG/Food & Drink
Campbell's Spark/APEX US V8 Red Q3'20-Q1'21 OP005377,OP005377,CPG/Food & Drink
Anthem RFI Publicis/APEX US Big Idea Cost Out 2020 OP004756,OP004756,Health & Fitness
Monster Energy Publicis/APEX US Crush Quarantine Q2'20 OP004755,OP004755,CPG/Food & Drink
Grupo Bimbo Starcom/APEX US ABO Country Bread FY'21 OP005040,OP005040,CPG/Food & Drink
CenturyLink Publicis/APEX US Small is Big Q2'20 OP004806,OP004806,Telecommunication
Campbell's Spark/APEX US Snyder's of Hanover FY21 (Q3'20-Q2'21) OP004811,OP004811,CPG/Food & Drink
Olive Garden Starcom US OTT Only Q4'20-Q2'21 OP004800,OP004800,Quick Service Restaurant (QSR)
Wingstop Starcom/APEX US Heavy QSR Q3-Q4'20 OP004817,OP004817,Quick Service Restaurant (QSR)
Auto Brand APEX US Hispanic Market Q3-Q4'20 OP005397,OP005397,Automotive
Stone Brewing Big Family Table DMAs Awareness Q3'20 OP004816,OP004816,Alcohol/LDA
Men's Wearhouse Publicis/APEX US Awareness Q2'20 OP004818,OP004818,"Retail, Style & Fashion"
Campbell's Spark/APEX DMAs Lance Crackers FY21 (Q3'20-Q4'20) OP004837,OP004837,CPG/Food & Drink
Auto Retailer Publicis/APEX DMAs Awareness 2021 RFI OP004828,OP004828,Automotive
McDonalds OMD US HCM Thank You Happy Meal Q4'21 OP010556,OP010556,Quick Service Restaurant (QSR)
BCBSAZ Initiative AZ TrueView for Action Test Campaign Q2'19 OP003474,OP003474,Health & Fitness
Apple OMD US ATV+ Multishow All Event Promo_ILAAMS Q3'21 OP010558,OP010558,Arts & Entertainment
Channel Science ILAAS_ Electrolux Q4'21 OP010607,OP010607,"Retail, Style & Fashion"
Spin Master PHD US Batman Fall Q3'21 OP010620,OP010620,CPG
PODS T3-ATL US + Canada Zips Quote Conversion Q4'21 OP010650,OP010650,Uncategorized
FCA Starcom US Chrysler Pacifica Toy Story Q2'19 OP003475,OP003475,Automotive
ATT Hearts & Science US Cricket LOB ILAAS Q4'21 OP010578,OP010578,Telecommunication
Dairy Queen Spark/APEX US Treats Awareness Q4'21 OP010655,OP010655,Quick Service Restaurant (QSR)
USAA Publicis/APEX US Brand Campaign Q3-Q4'19 OP003473,OP003473,"Business, Finance, Real Estate"
Elijah Craig Bourbon Xenopsi US Father's Day Q2'19 OP003476,OP003476,Alcohol/LDA
Clorox Omnicom NY Burt's Bees Conscious Voices DCN Q4'21 OP010547,OP010547,CPG
Apple OMD US_Papaya iPhone_ILAAS Q3'21 OP010583,OP010583,Technology & Computing
2K Sports Liquid Advertising US WWE2K20 Q3'19 OP003471,OP003471,Arts & Entertainment
Paramount Home Entertainment Wavemaker US Pet Sematary DVD Q2-Q3'19 OP003479,OP003479,Arts & Entertainment
Red Lobster Spark/APEX US Event 7 (19.7) Cedar Planks Early Dine Q2'19 OP003483,OP003483,Quick Service Restaurant (QSR)
Meijer Publicis/APEX US Cooking 2020 Q2'20 OP004681,OP004681,CPG/Food & Drink
StubHub Starcom/APEX US Festivals TrueView for Action Search Lift Q2'19 OP003485,OP003485,Arts & Entertainment
FCA Starcom US Mopar Service Awareness Q2'19 OP003481,OP003481,Automotive
FCA Starcom US Mopar Jeep Accessories Awareness Q2'19 OP003482,OP003482,Automotive
Paramount Home Entertainment Wavemaker US Pet Sematary EST Q2-Q3'19 OP003478,OP003478,Arts & Entertainment
Disney Channel Horizon US Andi Mack S3 Q2-Q3'19 OP003508,OP003508,Arts & Entertainment
FCA Starcom US Maserati Levante Q2'19 OP003490,OP003490,Automotive
Brown Forman Spark/APEX HOU/DFW ATL Old Forester Q4'19-Q1'20 OP003489,OP003489,Alcohol/LDA
FCA Publicis/APEX US Jeep Awareness Q4'20 OP005454,OP005454,Automotive
Disney Channel Horizon US Big City Greens Q2-Q3'19 OP003498,OP003498,Arts & Entertainment
Long John Silver ICON US Fishmas Q2-Q3'19 OP003505,OP003505,Quick Service Restaurant (QSR)
Brown Forman Spark/APEX US Jack Daniels Rye Q3'19 OP003488,OP003488,Alcohol/LDA
Disney Channel Horizon US Amphibia Q2-Q3'19 OP003507,OP003507,Arts & Entertainment
Cepia Bananas - National Q2'19 OP003506,OP003506,CPG
US Census Bureau Wavemaker US 2020 Census FY'20 OP003494,OP003494,"Law, Govt & Politics"
Bonobos Exverus US Bonobos Class of 2019 Q2'19 OP003493,OP003493,"Retail, Style & Fashion"
Jakks Pacific US MorfBoard Brand Q1'20 OP003495,OP003495,CPG
Mattel RFI AMD Spark US Managed Service & Programmatic Q4'20 OP004775,OP004775,CPG
FCA Starcom US RAM 2500 T1 Q2'19 OP003499,OP003499,Automotive
Disney Channel Horizon US Raven's Home S3 Q2-Q3'19 OP003503,OP003503,Arts & Entertainment
Reliant Energy Blue 449/APEX Texas 2019 Q2-Q3'19 OP003502,OP003502,Energy Oil/Gas
Ben Bridge Media Plus Select US Markets Holiday Q4'21 OP010854,OP010854,"Retail, Style & Fashion"
Spin Master PHD US Batman ILAAS Q4'21 OP010837,OP010837,CPG
Spin Master PHD US Air Hogs ILAAS Q4'21 OP010838,OP010838,CPG
Spin Master PHD US Sonic Fin ILAAS Q4'21 OP010849,OP010849,CPG
Spin Master PHD US Games ILAAS Q4'21 OP010852,OP010852,CPG
Spin Master PHD US Present Pets Discovery ILAAS Q4'21 OP010847,OP010847,CPG
Fairlife Milk Starcom/APEX US Ultra-Filtered Milk WLAMS Q2-Q3'20 OP004381,OP004381,CPG/Food & Drink
Spin Master PHD US Wizarding World ILAAS Q4'21 OP010851,OP010851,CPG
Pizza Hut Blue 449/APEX US TrV for Action Mobile Test Q2'19 OP003544,OP003544,Quick Service Restaurant (QSR)
Fairlife Milk Starcom/APEX US Core Power WLAMS Q2-Q3'20 OP004380,OP004380,CPG/Food & Drink
Invisalign Publicis/APEX US Adults Bumper Q4'21 OP010779,OP010779,Health & Fitness
AEB Starcom/APEX US Back to Family Q3'19 OP003545,OP003545,CPG/Food & Drink
Tyson Mindshare US Conscious Voices ILAAS Q4'21-Q1'22 OP010855,OP010855,CPG
Spin Master PHD US Cool Maker ILAAS Q4'21 OP010840,OP010840,CPG
Apple OMD US ATV+ Foundation Q4'21 OP010758,OP010758,Arts & Entertainment
JD Byrider Empower/APEX Awareness Q2-Q3'19 OP003517,OP003517,Automotive
Hawaiian Tropic ForwardPMX US Brand Campaign Q2'19 OP003518,OP003518,CPG
Invisalign Publicis/APEX US Moms Bumpers Q4'21 (FY21) OP010780,OP010780,Health & Fitness
Amazon Prime Video Initiative US #FreeMeek Q3'19 OP003511,OP003511,Arts & Entertainment
Nature's Way Spark US Alive Q4'19 OP003538,OP003538,Health & Fitness
Ralph Lauren/APEX US Lauren RL Fall Awareness Q4'19 OP003542,OP003542,"Retail, Style & Fashion"
Spin Master PHD US Bakugan ILAAS Q4'21 OP010839,OP010839,CPG
Spin Master PHD US Tech Deck ILAAS Q4'21 OP010850,OP010850,CPG
Campbell's Spark/APEX US Snyder's of Hanover Q3'19-Q2'20 OP003534,OP003534,CPG/Food & Drink
Invisalign Publicis/APEX US Teens Bumper Q4'21 OP010781,OP010781,Health & Fitness
Red Lobster Spark/APEX US Event 2 Crabfest & Value Message (20.2) Q3'19 OP003512,OP003512,Quick Service Restaurant (QSR)
Sonny's BBQ Publicis/APEX Tampa DMA Awareness Q3-Q4'19 OP003509,OP003509,Quick Service Restaurant (QSR)
Spin Master PHD US Kinetic Sand Discovery ILAAS Q4'21 OP010842,OP010842,CPG
Spin Master PHD US Orbeez ILAAS Q4'21 OP010845,OP010845,CPG
Spin Master PHD US Hatchimals Discovery ILAAS Q4'21 OP010841,OP010841,CPG
Spin Master PHD US Monster Jam ILAAS Q4'21 OP010844,OP010844,CPG
Sony Music US Ghostbusters Original Soundtrack Awareness Q2'19 OP003526,OP003526,Arts & Entertainment
Spin Master PHD US Paw Patrol ILAAS Q4'21 OP010846,OP010846,CPG
Brown Forman Spark/APEX US Woodford Reserve T1 Q2-Q3'19 OP003513,OP003513,Alcohol/LDA
Amazon Prime Video Initiative US Carnival Row Q3'19 OP003515,OP003515,Arts & Entertainment
Kao Publicis/APEX US Jergens Natural Glow Q2-Q3'19 OP003520,OP003520,"Retail, Style & Fashion"
Spin Master PHD US Purse Pets ILAAS Q4'21 OP010848,OP010848,CPG
Brown Forman Spark/APEX US Korbel  FY'20 Campaign Q4'19 OP003622,OP003622,Alcohol/LDA
Grupo Bimbo Starcom/APEX US Sara Lee Brioche Bread Q4'19 OP003620,OP003620,CPG/Food & Drink
Trader Joe's Initiative US Brand Campaign Q4'19 OP003609,OP003609,CPG
Showtime OMD US Kidding S2 Q1'20 OP003611,OP003611,Arts & Entertainment
Starbucks Spark/APEX Local DMAs Teavana RTD Q3 '19 OP003607,OP003607,CPG/Food & Drink
Chipotle Mullen CA Behind the Foil/Carne Asada Q3-Q4'20 OP005160,OP005160,Quick Service Restaurant (QSR)
Grupo Bimbo Starcom/APEX US SBG OLV FY'21 OP005161,OP005161,CPG/Food & Drink
Indiana Farm Bureau Insurance Echopoint Media Indiana Farm Bureau 2020 Test OP004402,OP004402,"Business, Finance, Real Estate"
Grupo Bimbo Starcom/APEX US Ricolino Vero Q3-Q4'20 OP005174,OP005174,CPG/Food & Drink
Starbucks Starcom/APEX US Starbucks Holiday Scale Q4'19 OP003606,OP003606,CPG/Food & Drink
Nature's Way Spark/APEX US Alive Q3'19 OP003634,OP003634,Health & Fitness
Smucker's Zenith/APEX US Jif Peanut Butter Awareness Q3'19-Q2'20 OP003636,OP003636,CPG/Food & Drink
AltaMed Sensis CA English Video Q3-Q4'19 OP003660,OP003660,Health & Fitness
Campbell's Spark/APEX US Snack Factory Pretzel Crisps Q1-Q3'20 OP003641,OP003641,CPG/Food & Drink
Schick ForwardPMX US HydroSilk Q2-Q3'20 OP003638,OP003638,CPG
Novartis Starcom/APEX US Siponimod 'Branded' Mayzent Q4'19 OP003628,OP003628,Health & Fitness
Marriott One Media/APEX US Drive Demand Q1'20 OP003640,OP003640,Travel & Tourism
Schick ForwardPMX US Skintimate FY'20 OP003637,OP003637,CPG
Carefree ForwardPMX US Brand Campaign Q2-Q3'20 OP003632,OP003632,CPG
Nature's Way Spark/APEX US Fortify Q3'19 OP003635,OP003635,Health & Fitness
Final Four NCAA Jackson Spalding Atlanta DMA Awareness Q1'20 OP003626,OP003626,Sports
Akron Children's Hospital Marcus Thomas 2019 Brand Q3'19 OP003631,OP003631,Health & Fitness
"Smucker's Zenith/APEX US JJP (Jams, Jellies, Preserves) Awareness Q3'19-Q2'20 OP003656",OP003656,CPG/Food & Drink
REI Spark/APEX DMA Huntsville Awareness Q4'19 OP003659,OP003659,"Retail, Style & Fashion"
"FCA Starcom US Jeep Wrangler T1 Q3'19 & Jeep Brands Lion King Jeremy Renner, Gladiator, Labor Day, Songland OP003652",OP003652,Automotive
Hanes Spark Foundry US OLV Upfront Q3'19 OP003633,OP003633,"Retail, Style & Fashion"
FCA Starcom US Fiat Awareness Q3-Q4'19 OP003625,OP003625,Automotive
Southwest Airlines Spark Foundry Upper Funnel Q4'19 OP003630,OP003630,Travel & Tourism
Schick ForwardPMX US Intuition Awareness FY'20 OP003639,OP003639,CPG
Academy Sports + Outdoors Initiative US Back to Sports Q3'19 OP003556,OP003556,Sports
FOX TH US Stuber Q3'19 OP003543,OP003543,Arts & Entertainment
Academy Sports + Outdoors Initiative NC Mooresville Q2-Q3'19 OP003555,OP003555,Sports
Nature's Way Spark US Fortify Q4'19 OP003548,OP003548,Health & Fitness
eBay Blue449/APEX US BDYCE Q3'19 OP003550,OP003550,"Retail, Style & Fashion"
Apple OMD US WWDC20 ILAAMS Q2'20 OP004396,OP004396,Arts & Entertainment
OPTIMA Batteries SpaceTime US FY'19 Ride Shotgun Q2-Q3'19 OP003575,OP003575,Automotive
Drive Sober Media Brokers Alabama July 4th Q2-Q3'19 OP003584,OP003584,Education
AltaMed Sensis CA Brand Campaign Q2-Q4'20 OP004671,OP004671,Health & Fitness
Dole Spark Foundry US Fruit Bowls Q3'19 OP003582,OP003582,CPG/Food & Drink
Covered CA Casanova CA Open Enrollment 7 HM Q4'19-Q1'20 OP003578,OP003578,Health & Fitness
Dole Spark Foundry US Traditions Q3'19 OP003583,OP003583,CPG/Food & Drink
Victoria's Secret Digitas/APEX US Fall & Holiday Q3'19-Q1'20 OP003586,OP003586,"Retail, Style & Fashion"
Covered CA Campbell Ewald CA Open Enrollment 7 GM Q4'19-Q1'20 OP003585,OP003585,Health & Fitness
Evolution Fresh Integer Denver DMA Base Juice Line Q3-Q4'19 OP003571,OP003571,Health & Fitness
FCA Starcom US Alfa Romeo Q3-Q4'19 OP003570,OP003570,Automotive
Chick-Fil-A Starcom US Brand Q3-Q4'19 OP003562,OP003562,Quick Service Restaurant (QSR)
Campbell's Spark/APEX US Pace Q3-Q4'19 OP003557,OP003557,CPG/Food & Drink
Starbucks Spark/APEX US Starbucks Nitro Q3'19 OP003569,OP003569,Quick Service Restaurant (QSR)
Hartz Icon Int. US Squeeze Up Q3'19 OP003574,OP003574,CPG
Campbell's Spark/APEX US Prego Q3'19-Q1'20 OP003560,OP003560,CPG/Food & Drink
Campbell's Spark/APEX US V8 Original Q3'19-Q2'20 OP003559,OP003559,CPG/Food & Drink
Southwest Airlines Spark Foundry Upper Funnel Q3'19 OP003587,OP003587,Travel & Tourism
Starbucks Starcom/APEX US NCP Teavana Ready-to-Drink Q2-Q3'20 OP004405,OP004405,CPG/Food & Drink
Apple OMD US ATV+ Invasion ILAAMS Q3'21 OP010474,OP010474,Arts & Entertainment
Norwegian Cruise Line ICON US 2H Video Campaign Q3-Q4'19 OP003600,OP003600,Travel & Tourism
Red Lobster Spark/APEX US Event 3 Endless Shrimp (20.3) Local Test Scatter Q3-Q4'19 OP003837,OP003837,Quick Service Restaurant (QSR)
Mastercard Carat US Channel Science Respect Campaign Sept'21 OP010514,OP010514,"Business, Finance, Real Estate"
Smucker's Zenith/APEX US Jif Power Ups Awareness Q3-Q4'19 OP003598,OP003598,CPG/Food & Drink
OMCA H&L Partners US We Women Q3'19-Q3'20 OP003604,OP003604,Education
Novartis Starcom/APEX US Ofa Branded (New MD Drug HCP) Q3-Q4'20 OP005175,OP005175,Health & Fitness
Quest Nutrition The Many US Awareness Q3'19 OP003595,OP003595,CPG/Food & Drink
Apple OMD US_Mango_ILAAS Q3'21 OP010441,OP010441,Technology & Computing
Apple OMD US_ Cold Brew_ILAAS Q3'21 OP010483,OP010483,Technology & Computing
FCA Starcom US RAM LD Q3'19 OP003599,OP003599,Automotive
Apple OMD US ATV+ US ?9/11 documentary ILAAMS Q3'21 OP010512,OP010512,Arts & Entertainment
Apple OMD US ATV+ Finch ILAAMS Q3'21 OP010473,OP010473,Arts & Entertainment
FCA Starcom US RAM HD Q3'19 OP003596,OP003596,Automotive
Super 8 Wet Cement US Innov8te Q3'19-Q1'20 OP003605,OP003605,Travel & Tourism
OMCA H&L Partners US No Spectators/Burning Man Q3'19-Q3'20 OP003603,OP003603,Education
ATT Hearts & Science US Video LOB High Impact Display ILAAS Q3-Q4'21 OP010480,OP010480,Telecommunication
Monster Energy Digitas/APEX US Green Reserve Q4'21 OP010515,OP010515,CPG/Food & Drink
Red Lobster Spark/APEX US 3-Course Shrimp Feast 20.6 Q2'20 OP004404,OP004404,Quick Service Restaurant (QSR)
Live Nation G Media Indianapolis DMA St Vincent Q3'21 OP010445,OP010445,Arts & Entertainment
Pizza Hut Blue 449/APEX US July Value Q3'20 OP005159,OP005159,Quick Service Restaurant (QSR)
"Meijer Publicis/APEX Home Delivery Awareness & Conversions FY'20 (Q1-Q2,Q4'20) OP004400",OP004400,CPG/Food & Drink
Bass Pro Shop Spark/APEX US Brand Q2'20 OP004445,OP004445,Hobbies & Interests
GoldieBlox US BIC Organic/Paid Tie-In Whitelist as a Managed Service Q1-Q2'20 OP004444,OP004444,CPG
UCSF Palisades Media SF Spring (FY20) Q2'20 OP004387,OP004387,Health & Fitness
Activision OMD Call Of Duty Modern Warfare DV360 OMNIA PMP/WLAAS OP003851,OP003851,Arts & Entertainment
Apple OMD US_Limited Too_ILAAMS Q3'20 OP005688,OP005688,Technology & Computing
Nature Made Neo-Mindshare US Nature Made Brand Awareness ILAAS Q4'20 OP005723,OP005723,CPG
Apple OMD US_Spice Girls_ILAASS Q4'20 & Q1'21 OP005689,OP005689,Technology & Computing
Spin Master Initiative US Air Hogs Fall Q3-Q4'20 OP005693,OP005693,CPG
Spin Master Initiative US Rainbow Jellies Fall Q3-Q4'20 OP005722,OP005722,CPG
Apple OMD US_ATV+ Servant S2_ILAAMS Q3'20 OP005690,OP005690,Arts & Entertainment
Spin Master Initiative US Bakugan Fall Q3-Q4'20 OP005721,OP005721,CPG
Spin Master Initiative US Kinetic Sand Fall Q3-Q4'20 OP005692,OP005692,CPG
Disney TV OMG23 US ABC Emmy Awards 2020 Q3'20 OP005703,OP005703,Arts & Entertainment
Spin Master Initiative US Mighty Express Fall Q3'20 OP005704,OP005704,CPG
Apple OMD US_ iPad London Fog_ILAAMS Q3'20 OP005705,OP005705,Technology & Computing
Spin Master Initiative US The Animal Fall Q3-Q4'20 OP005724,OP005724,CPG
Spin Master Initiative US Present Pets Fall Q3-Q4'20 OP005691,OP005691,CPG
Spin Master Initiative US Dragamonz Fall Q3-Q4'20 OP005753,OP005753,CPG
Monster Energy Digitas/APEX US Java RTD Q4'20 OP005798,OP005798,CPG/Food & Drink
Nature Made Neo-Mindshare US Nurish Influencer ILAAS Q4'20 OP005806,OP005806,Health & Fitness
Chevron Wavemaker US_ 2021 Techron B2C PBU ILAAS FY'21 OP005794,OP005794,Energy Oil/Gas
Apple OMD US ATV+ Tehran_ILAAMS Q3'20 OP005799,OP005799,Arts & Entertainment
Chevron Wavemaker US Havoline B2C (SmartChange) ILAAS FY'21 OP005795,OP005795,Energy Oil/Gas
